         19021055 function calls (19019013 primitive calls) in 630.460 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1159    0.006    0.000    0.007    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:178(advance)
      388    0.002    0.000    0.007    0.000 /home/wolverine/bin/running/pycaitlyn.py:1472(__init__)
     1016    0.007    0.000    0.007    0.000 {method 'strftime' of 'datetime.date' objects}
    13670    0.007    0.000    0.007    0.000 /usr/lib/python3.10/asyncio/base_events.py:513(_check_closed)
     3718    0.007    0.000    0.007    0.000 {built-in method _struct.unpack}
        1    0.007    0.007    0.007    0.007 {built-in method gc.collect}
    24836    0.007    0.000    0.007    0.000 {built-in method _pycaitlyn.StructValue_set_stock_code}
    46822    0.005    0.000    0.007    0.000 /home/wolverine/bin/running/pycaitlyn.py:6928(get_pos)
     2255    0.003    0.000    0.007    0.000 /home/wolverine/bin/running/calculator3.py:322(dump)
     1159    0.007    0.000    0.007    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:161(peek)
     1038    0.005    0.000    0.007    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/_debug_adapter/pydevd_schema.py:15393(to_dict)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.10/traceback.py:181(format_exc)
    27734    0.007    0.000    0.007    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:655(closed)
    47002    0.005    0.000    0.007    0.000 /home/wolverine/bin/running/pycaitlyn.py:6940(get_type)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.10/traceback.py:124(format_exception)
        1    0.000    0.000    0.007    0.007 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/overrides.py:1(<module>)
       89    0.007    0.000    0.007    0.000 {method 'read' of '_io.BufferedReader' objects}
     1505    0.006    0.000    0.007    0.000 /usr/lib/python3.10/asyncio/base_events.py:1817(_add_callback)
     4929    0.007    0.000    0.007    0.000 {built-in method _heapq.heappop}
     2922    0.007    0.000    0.007    0.000 {method 'match' of 're.Pattern' objects}
      392    0.005    0.000    0.007    0.000 /home/wolverine/bin/running/calculator3.py:1960(_on_market_close)
        2    0.000    0.000    0.006    0.003 <frozen importlib._bootstrap_external>:1174(create_module)
        2    0.005    0.003    0.006    0.003 {built-in method _imp.create_dynamic}
    74501    0.006    0.000    0.006    0.000 {built-in method builtins.abs}
       92    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
    23413    0.006    0.000    0.006    0.000 {method 'append' of 'collections.deque' objects}
       92    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
        1    0.000    0.000    0.006    0.006 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/npyio.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.10/traceback.py:489(__init__)
    24836    0.006    0.000    0.006    0.000 {built-in method _pycaitlyn.StructValue_set_time_tag}
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.10/traceback.py:338(extract)
    24836    0.006    0.000    0.006    0.000 /home/wolverine/bin/running/calculator3.py:783(<lambda>)
  117/116    0.002    0.000    0.006    0.000 {built-in method builtins.__build_class__}
     1307    0.006    0.000    0.006    0.000 {built-in method _asyncio.get_running_loop}
    24836    0.006    0.000    0.006    0.000 {built-in method _pycaitlyn.StructValue_set_namespace}
        4    0.000    0.000    0.006    0.001 /usr/lib/python3.10/traceback.py:301(line)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.10/linecache.py:26(getline)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.10/linecache.py:36(getlines)
        1    0.000    0.000    0.005    0.005 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/numeric.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.10/linecache.py:80(updatecache)
     1038    0.004    0.000    0.005    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/_debug_adapter/pydevd_schema.py:15349(__init__)
     2715    0.004    0.000    0.005    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:996(_check_closed)
      104    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
        1    0.000    0.000    0.005    0.005 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_npyio_impl.py:1(<module>)
    14765    0.005    0.000    0.005    0.000 {built-in method time.monotonic}
      237    0.004    0.000    0.005    0.000 /home/wolverine/bin/running/calculator3.py:2015(_on_tradeday_end)
     3921    0.005    0.000    0.005    0.000 {built-in method _asyncio._get_running_loop}
     3632    0.003    0.000    0.005    0.000 /usr/lib/python3.10/asyncio/queues.py:228(_put)
       40    0.000    0.000    0.005    0.000 /usr/lib/python3.10/re.py:288(_compile)
       33    0.000    0.000    0.005    0.000 /usr/lib/python3.10/re.py:249(compile)
       80    0.000    0.000    0.005    0.000 /usr/lib/python3.10/typing.py:1247(__hash__)
     1159    0.004    0.000    0.005    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:139(append)
      389    0.001    0.000    0.005    0.000 /home/wolverine/bin/running/calculator3.py:2248(_send_batch)
    24836    0.005    0.000    0.005    0.000 {built-in method _pycaitlyn.StructValue_set_granularity}
       16    0.000    0.000    0.005    0.000 /usr/lib/python3.10/sre_compile.py:783(compile)
      388    0.003    0.000    0.005    0.000 /home/wolverine/bin/running/calculator3.py:1444(_binary_header)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.10/tokenize.py:390(open)
       88    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
      578    0.005    0.000    0.005    0.000 {method 'register' of 'select.epoll' objects}
       88    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
     1159    0.003    0.000    0.004    0.000 /home/wolverine/bin/running/calculatorp3.py:950(_binary_header)
      265    0.001    0.000    0.004    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/overrides.py:142(decorator)
    24848    0.004    0.000    0.004    0.000 {built-in method math.sqrt}
    22373    0.004    0.000    0.004    0.000 {method 'popleft' of 'collections.deque' objects}
        4    0.002    0.001    0.004    0.001 /home/wolverine/bin/running/calculatorp3.py:115(stop)
     4354    0.004    0.000    0.004    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.004    0.004 /home/wolverine/bin/running/calculator3.py:920(__start_back_test)
        1    0.000    0.000    0.004    0.004 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/scimath.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_typing/_array_like.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/wolverine/bin/running/pycaitlyn.py:7118(metas)
        1    0.004    0.004    0.004    0.004 {built-in method _pycaitlyn.IndexSchema_metas}
     1038    0.002    0.000    0.004    0.000 /usr/lib/python3.10/threading.py:359(notify)
        1    0.000    0.000    0.004    0.004 /home/wolverine/bin/running/calculator3.py:1912(_on_init)
        1    0.000    0.000    0.004    0.004 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:650(on_init)
     1877    0.004    0.000    0.004    0.000 {built-in method _contextvars.copy_context}
        1    0.000    0.000    0.004    0.004 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:614(initialize)
       12    0.000    0.000    0.004    0.000 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:457(initialize)
        1    0.000    0.000    0.004    0.004 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/format.py:1(<module>)
     3632    0.002    0.000    0.004    0.000 /usr/lib/python3.10/asyncio/queues.py:231(_get)
     1155    0.002    0.000    0.004    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/ioloop.py:784(split_fd)
      388    0.004    0.000    0.004    0.000 {built-in method _pycaitlyn.StructValueVector_swiginit}
     1505    0.004    0.000    0.004    0.000 /usr/lib/python3.10/selectors.py:276(_key_from_fd)
    47002    0.004    0.000    0.004    0.000 {built-in method _pycaitlyn.Field_get_name}
      240    0.003    0.000    0.003    0.000 /home/wolverine/bin/running/calculator3.py:1995(_on_tradeday_begin)
       11    0.000    0.000    0.003    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.003    0.003 /home/wolverine/bin/running/pycaitlyn.py:7112(load)
        1    0.003    0.003    0.003    0.003 {built-in method _pycaitlyn.IndexSchema_load}
    17195    0.003    0.000    0.003    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        1    0.000    0.000    0.003    0.003 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_utils_impl.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/wolverine/bin/running/pycaitlyn.py:7109(save)
       16    0.000    0.000    0.003    0.000 /usr/lib/python3.10/sre_parse.py:944(parse)
        1    0.003    0.003    0.003    0.003 {built-in method _pycaitlyn.IndexSchema_save}
     1552    0.003    0.000    0.003    0.000 /usr/lib/python3.10/asyncio/queues.py:54(_put)
    32768    0.003    0.000    0.003    0.000 {method 'extend' of 'list' objects}
      577    0.002    0.000    0.003    0.000 /usr/lib/python3.10/selectors.py:248(unregister)
        1    0.001    0.001    0.003    0.003 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_add_newdocs.py:1(<module>)
    37/16    0.000    0.000    0.003    0.000 /usr/lib/python3.10/sre_parse.py:436(_parse_sub)
      577    0.003    0.000    0.003    0.000 {method 'unregister' of 'select.epoll' objects}
    44/17    0.001    0.000    0.003    0.000 /usr/lib/python3.10/sre_parse.py:494(_parse)
     5184    0.003    0.000    0.003    0.000 /usr/lib/python3.10/asyncio/queues.py:100(full)
     1297    0.002    0.000    0.003    0.000 /usr/lib/python3.10/asyncio/events.py:120(__lt__)
        1    0.000    0.000    0.003    0.003 /home/wolverine/bin/running/pycaitlyn.py:7135(update_schema_from_binary)
        1    0.003    0.003    0.003    0.003 {built-in method _pycaitlyn.IndexSerializer_update_schema_from_binary}
      311    0.001    0.000    0.003    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/function_base.py:487(add_newdoc)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/textwrap.py:1(<module>)
    56/15    0.000    0.000    0.003    0.000 /usr/lib/python3.10/typing.py:1046(__getitem__)
     1156    0.003    0.000    0.003    0.000 /usr/lib/python3.10/weakref.py:134(__getitem__)
        3    0.000    0.000    0.003    0.001 /home/wolverine/bin/running/calculatorp3.py:102(start)
      230    0.001    0.000    0.003    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/overrides.py:83(verify_matching_signatures)
     2656    0.003    0.000    0.003    0.000 /usr/lib/python3.10/typing.py:1022(<genexpr>)
       24    0.002    0.000    0.003    0.000 /home/wolverine/bin/running/pycaitlynts3.py:295(load_def_from_dict)
        1    0.000    0.000    0.003    0.003 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/shape_base.py:1(<module>)
        3    0.000    0.000    0.003    0.001 /home/wolverine/bin/running/calculatorp3.py:999(start)
       26    0.001    0.000    0.002    0.000 /home/wolverine/bin/running/calculatorp3.py:667(_on_work_load_assign)
     1038    0.002    0.000    0.002    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_io.py:89(get_pydb)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.10/textwrap.py:17(TextWrapper)
     4980    0.002    0.000    0.002    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:132(__len__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.10/encodings/__init__.py:71(search_function)
     1921    0.002    0.000    0.002    0.000 /usr/lib/python3.10/typing.py:986(__setattr__)
    47002    0.002    0.000    0.002    0.000 {built-in method _pycaitlyn.Field_get_type}
     5184    0.002    0.000    0.002    0.000 /usr/lib/python3.10/asyncio/locks.py:195(clear)
    46822    0.002    0.000    0.002    0.000 {built-in method _pycaitlyn.Field_get_pos}
     1323    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.002    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpclient.py:221(connect)
      945    0.002    0.000    0.002    0.000 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:677(on_market_open)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.10/tokenize.py:297(detect_encoding)
     1736    0.002    0.000    0.002    0.000 /usr/lib/python3.10/typing.py:560(<genexpr>)
       91    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
     2314    0.002    0.000    0.002    0.000 /usr/lib/python3.10/selectors.py:21(_fileobj_to_fd)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.10/tokenize.py:321(read_or_stop)
        2    0.002    0.001    0.002    0.001 {method 'readline' of '_io.BufferedReader' objects}
     2541    0.002    0.000    0.002    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.002    0.002 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_scimath_impl.py:1(<module>)
     1038    0.002    0.000    0.002    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/_debug_adapter/pydevd_schema.py:11798(to_dict)
        2    0.002    0.001    0.002    0.001 {built-in method builtins.compile}
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:942(source_to_code)
      303    0.000    0.000    0.002    0.000 /usr/lib/python3.10/typing.py:515(<genexpr>)
      610    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        1    0.000    0.000    0.002    0.002 /home/wolverine/bin/running/calculator3.py:615(stop)
      460    0.001    0.000    0.002    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_utils/_inspect.py:96(getargspec)
        1    0.000    0.000    0.002    0.002 /home/wolverine/bin/running/calculator3.py:797(_close)
      217    0.001    0.000    0.002    0.000 /usr/lib/python3.10/typing.py:206(_collect_type_vars)
    10799    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:590(__init__)
        1    0.000    0.000    0.002    0.002 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/numerictypes.py:1(<module>)
      255    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       12    0.000    0.000    0.002    0.000 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:415(__init__)
     1551    0.001    0.000    0.002    0.000 /usr/lib/python3.10/asyncio/queues.py:51(_get)
      178    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
      214    0.001    0.000    0.002    0.000 /usr/lib/python3.10/typing.py:947(__init__)
      578    0.001    0.000    0.002    0.000 <string>:1(<lambda>)
     1016    0.002    0.000    0.002    0.000 {built-in method now}
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1(<module>)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.10/sre_compile.py:622(_code)
      250    0.001    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:146(_type_check)
      388    0.001    0.000    0.001    0.000 {built-in method _pycaitlyn.new_StructValueVector}
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_internal.py:1(<module>)
     3718    0.001    0.000    0.001    0.000 {built-in method _struct.calcsize}
        4    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/ioloop.py:245(current)
      168    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
     1788    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      180    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:391(cached)
     1159    0.001    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:536(<lambda>)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpclient.py:104(start)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/argparse.py:1713(__init__)
      327    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpclient.py:115(try_connect)
      389    0.001    0.000    0.001    0.000 /home/wolverine/bin/running/calculator3.py:1114(<lambda>)
       27    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1323(__class_getitem__)
     1038    0.001    0.000    0.001    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/_debug_adapter/pydevd_schema.py:1016(__init__)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpclient.py:297(_create_stream)
      944    0.001    0.000    0.001    0.000 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:682(on_market_close)
    74/16    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_compile.py:87(_compile)
     1038    0.001    0.000    0.001    0.000 /usr/lib/python3.10/queue.py:213(_put)
      352    0.001    0.000    0.001    0.000 {built-in method posix.stat}
     1038    0.001    0.000    0.001    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:481(__enter__)
     1038    0.001    0.000    0.001    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/_debug_adapter/pydevd_schema.py:11753(__init__)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:1127(connect)
       91    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1043(__ror__)
      610    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/getlimits.py:167(_register_known_types)
        1    0.001    0.001    0.001    0.001 {method 'connect' of '_socket.socket' objects}
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1239(copy_with)
      689    0.000    0.000    0.001    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/netutil.py:428(resolve)
        3    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/calculatorp3.py:106(join)
        1    0.000    0.000    0.001    0.001 /home/wolverine/bin/running/calculator3.py:528(reset_states)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.10/asyncio/base_events.py:856(getaddrinfo)
     1038    0.001    0.000    0.001    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:484(__exit__)
        6    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/getlimits.py:35(__init__)
      311    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/function_base.py:473(_add_docstring)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/asyncio/base_events.py:807(run_in_executor)
     1096    0.001    0.000    0.001    0.000 /home/wolverine/bin/running/calculator3.py:580(next_seq)
      634    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:255(get)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_add_newdocs_scalars.py:1(<module>)
     1297    0.001    0.000    0.001    0.000 /usr/lib/python3.10/asyncio/base_events.py:1827(_timer_handle_cancelled)
     1045    0.001    0.000    0.001    0.000 /usr/lib/python3.10/threading.py:264(__enter__)
     3933    0.001    0.000    0.001    0.000 {method 'done' of '_asyncio.Future' objects}
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:1(<module>)
       93    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:169(__enter__)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_type_check_impl.py:1(<module>)
     2902    0.001    0.000    0.001    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:560(close)
      268    0.001    0.000    0.001    0.000 /usr/lib/python3.10/functools.py:35(update_wrapper)
       90    0.001    0.000    0.001    0.000 {built-in method io.open_code}
     1061    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0xaaaab3531a08}
     1161    0.001    0.000    0.001    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
     1040    0.001    0.000    0.001    0.000 /usr/lib/python3.10/threading.py:279(_is_owned)
       24    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/pycaitlynts3.py:286(load_def)
        2    0.001    0.000    0.001    0.000 {built-in method io.open}
       91    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
       41    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1083(copy_with)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/concurrent/futures/thread.py:161(submit)
        1    0.000    0.000    0.001    0.001 /home/wolverine/bin/running/calculator3.py:88(instance)
     1038    0.001    0.000    0.001    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:834(get_global_debugger)
        1    0.000    0.000    0.001    0.001 /home/wolverine/bin/running/calculator3.py:94(__init__)
      348    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     1921    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:935(_is_dunder)
     2591    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.10/traceback.py:652(format)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/concurrent/futures/thread.py:180(_adjust_thread_count)
        1    0.001    0.001    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/getlimits.py:1(<module>)
      460    0.001    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_utils/_inspect.py:65(getargs)
       36    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/getlimits.py:112(_float_to_str)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/threading.py:916(start)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      240    0.001    0.000    0.001    0.000 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:687(on_reference)
      115    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.10/argparse.py:1411(add_argument)
     1045    0.001    0.000    0.001    0.000 /usr/lib/python3.10/threading.py:267(__exit__)
      237    0.001    0.000    0.001    0.000 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:697(on_tradeday_end)
       18    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1685(_array_str_implementation)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_globals.py:1(<module>)
       18    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/arrayprint.py:550(wrapper)
     1046    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
       24    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/pycaitlynts3.py:220(index_meta_to_fields_def)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.10/warnings.py:130(filterwarnings)
      125    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      180    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       18    0.001    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1678(_guarded_repr_or_str)
      348    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:100(acquire)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.10/collections/__init__.py:328(namedtuple)
      634    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     1502    0.001    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:647(reading)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/platform/asyncio.py:1(<module>)
       25    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2267(__new__)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculatorp3.py:1152(join)
      578    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/base_events.py:682(is_closed)
     1043    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
     1016    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlynutils3.py:515(_class_name)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2247(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:1(<module>)
      240    0.000    0.000    0.000    0.000 /workspaces/money-engineering/TrinityStrategy/TrinityStrategy.py:692(on_tradeday_begin)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlynutils3.py:441(malloc_trim)
    347/1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/__config__.py:19(_cleanup)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_polynomial_impl.py:1(<module>)
     39/1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/__config__.py:25(<dictcomp>)
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:603(join)
