         2227295 function calls (2225323 primitive calls) in 81.414 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:185(_write_atomic)
      268    0.001    0.000    0.001    0.000 /usr/lib/python3.10/functools.py:35(update_wrapper)
       80    0.000    0.000    0.001    0.000 /usr/lib/python3.10/re.py:197(search)
        1    0.001    0.001    0.001    0.001 {built-in method _posixsubprocess.fork_exec}
       17    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/platform/asyncio.py:216(call_at)
       36    0.001    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:450(<genexpr>)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:2267(__new__)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/numerictypes.py:1(<module>)
     1329    0.001    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:132(__len__)
      552    0.001    0.000    0.001    0.000 {built-in method _heapq.heappush}
        6    0.001    0.000    0.001    0.000 {method 'connect' of '_socket.socket' objects}
      276    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httpclient.py:747(__getattr__)
      311    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/function_base.py:473(_add_docstring)
       36    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/getlimits.py:112(_float_to_str)
       94    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:169(__enter__)
        4    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httpclient.py:249(fetch)
      427    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
       92    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:2247(_make_nmtuple)
      885    0.001    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/concurrent.py:52(is_future)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:1468(close)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:1507(headers_received)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_type_check_impl.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:687(_on_end_request)
        5    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:499(_create_connection)
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.10/asyncio/selector_events.py:338(add_writer)
       18    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1685(_array_str_implementation)
       21    0.001    0.000    0.001    0.000 /home/wolverine/bin/running/calculator3.py:1937(_on_market_open)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.10/collections/__init__.py:328(namedtuple)
        4    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/backtest_runner3.py:641(_load_market_and_securities)
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.10/asyncio/selector_events.py:343(remove_writer)
      355    0.000    0.000    0.001    0.000 <string>:1(<lambda>)
       22    0.000    0.000    0.001    0.000 /usr/lib/python3.10/selectors.py:376(modify)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:180(_adjust_thread_count)
      277    0.001    0.000    0.001    0.000 /usr/lib/python3.10/asyncio/events.py:120(__lt__)
       18    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/arrayprint.py:550(wrapper)
      876    0.001    0.000    0.001    0.000 {built-in method _pycaitlyn.NetPackage_get_content}
      877    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/queues.py:312(_put)
        2    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/backtest_runner3.py:192(edit_algo)
       27    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/calculator3.py:932(__logic_on_market_close)
     2538    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/pycaitlyn.py:7040(get_revision)
       18    0.001    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1678(_guarded_repr_or_str)
      349    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      512    0.001    0.000    0.001    0.000 {built-in method _contextvars.copy_context}
    33/10    0.000    0.000    0.001    0.000 /usr/lib/python3.10/sre_compile.py:87(_compile)
      106    0.000    0.000    0.001    0.000 /usr/lib/python3.10/_collections_abc.py:828(__contains__)
        1    0.000    0.000    0.001    0.001 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_globals.py:1(<module>)
      137    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/calculatorp3.py:950(_binary_header)
4733/4728    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:727(data_received)
     5191    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      412    0.000    0.000    0.001    0.000 /usr/lib/python3.10/asyncio/queues.py:228(_put)
      187    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        6    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/calculatorp3.py:115(stop)
        1    0.000    0.000    0.001    0.001 /workspaces/money-engineering/TrinityStrategy/Trinity_Phase-2/WOS_Captain.py:93(__init__)
        5    0.001    0.000    0.001    0.000 {built-in method io.open}
       48    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/calculatorp3.py:653(ack_market_state)
      876    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:668(<lambda>)
        3    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/calculatorp3.py:106(join)
        2    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/backtest_runner3.py:211(query_algo)
        2    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/backtest_runner3.py:167(me)
     1467    0.001    0.000    0.001    0.000 {built-in method _pycaitlyn.StructValueKey_swiginit}
     6972    0.001    0.000    0.001    0.000 {built-in method _pycaitlyn.IndexMeta_get_id}
        9    0.000    0.000    0.001    0.000 /home/wolverine/bin/running/backtest_runner3.py:870(pick_from_queue)
       70    0.000    0.000    0.001    0.000 {built-in method builtins.any}
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.10/asyncio/selector_events.py:289(_add_writer)
      937    0.000    0.000    0.001    0.000 {method 'join' of 'str' objects}
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.10/asyncio/selector_events.py:305(_remove_writer)
       25    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
       15    0.000    0.000    0.001    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:1298(set_nodelay)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/tasks.py:618(_ensure_future)
      412    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/queues.py:231(_get)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/base_events.py:431(create_task)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/format.py:1(<module>)
      877    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/queues.py:309(_get)
       92    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
     1752    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.NetPackage_get_cmd}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:916(start)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:1632(websocket_connect)
      349    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/warnings.py:130(filterwarnings)
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:255(__init__)
      871    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_TAMarketStatusNotification}
     4041    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
    10192    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       11    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httputil.py:189(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_twodim_base_impl.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:514(family)
        7    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        5    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
    347/1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/__config__.py:19(_cleanup)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/tasks.py:610(ensure_future)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:1397(__init__)
     39/1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/__config__.py:25(<dictcomp>)
        8    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculatorp3.py:1360(wait)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:392(realpath)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:809(_on_connected)
        2    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpserver.py:306(stop)
       20    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/concurrent.py:259(future_add_done_callback)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:162(fetch_impl)
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:505(finish)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:1270(_handle_connect)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:494(_real_close)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:615(stop)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_polynomial_impl.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/gen.py:859(_wrap_awaitable)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/util.py:81(decompress)
       48    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:897(ack_market_state)
      602    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:940(__logic_on_backtest_finish_acknowledge)
        4    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/traceback.py:652(format)
      631    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       12    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:1095(__init__)
      349    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:99(_intenum_converter)
        9    0.000    0.000    0.000    0.000 {function socket.close at 0xffff810d4700}
      493    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_running_loop}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/tasks.py:684(gather)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:288(wait)
      142    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        8    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:189(_process_queue)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:528(reset_states)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:991(update)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:589(wait)
       68    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:359(__call__)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpserver.py:159(listen)
        6    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpclient.py:133(on_connect_done)
  527/435    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1037(__hash__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/tasks.py:331(create_task)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:202(_handle_request)
       16    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/platform/asyncio.py:228(remove_timeout)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:603(join)
      297    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/queues.py:54(_put)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/traceback.py:587(format_exception_only)
     1459    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:1138(_checkClosed)
        8    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:365(read_until)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:105(__new__)
      622    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     1357    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     1594    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/queues.py:168(maxsize)
      147    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
      127    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1053(<genexpr>)
      131    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httputil.py:339(__getitem__)
      709    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/queues.py:100(full)
        9    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:494(_remove_timeout)
      877    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/locks.py:224(clear)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculatorp3.py:52(__init__)
      121    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_nanfunctions_impl.py:1(<module>)
      258    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:536(<lambda>)
       27    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:1960(_on_market_close)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/array_utils.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:11712(assign_task_keys)
       78    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculatorp3.py:885(__init__)
      103    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
      709    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/locks.py:195(clear)
        6    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.TCDataCommunication_assign_task_keys}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:401(_joinrealpath)
      311    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/function_base.py:455(_needs_add_docstring)
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:713(headers_received)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:375(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/futures.py:379(_set_state)
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:1409(_finish_ssl_connect)
       12    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:225(__init__)
        2    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/netutil.py:285(remove_handler)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_typing/_nested_sequence.py:1(<module>)
       94    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/netutil.py:56(bind_sockets)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_shape_base_impl.py:1(<module>)
1284/1192    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      295    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/queues.py:51(_get)
     2162    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:560(_compile_info)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       29    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httputil.py:134(_normalize_header)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/queues.py:33(__init__)
      732    0.000    0.000    0.000    0.000 /usr/lib/python3.10/selectors.py:273(get_map)
      174    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:255(get)
     1154    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/futures.py:343(_copy_future_state)
       93    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        8    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:608(_signal_closed)
      100    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httputil.py:334(__setitem__)
       25    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:545(set_close_callback)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_typing/_nbit_base.py:1(<module>)
      792    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:774(_find_impl)
        6    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpclient.py:165(set_timeout)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_iotools.py:1(<module>)
      717    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:1100(fileno)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:983(_process_server_headers)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/composite_strategyc3.py:11(__init__)
      737    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:430(_replace)
      534    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:647(reading)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_utils/__init__.py:1(<module>)
       37    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httputil.py:230(get_all)
        4    0.000    0.000    0.000    0.000 {built-in method time.mktime}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/futures.py:407(wrap_future)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:732(_compose_mro)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/tasks.py:720(_done_callback)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:473(urlsplit)
       37    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlynts3.py:233(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7243(revs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:938(getaddrinfo)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1074(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:588(headers_received)
       53    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/ioloop.py:245(current)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:180(__new__)
     2538    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.IndexMeta_get_revision}
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:116(__init__)
       16    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:310(_clear_callbacks)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculatorp3.py:120(declare_myself)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/ioloop.py:500(run)
        1    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.ATUniverseRes_revs}
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:570(_finish_request)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/utf_8_sig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/mixins.py:1(<module>)
      936    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1737(cast)
      232    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:580(next_seq)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/composite_strategyc3.py:46(initialize_empty_baskets)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:535(_run_callback)
        8    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/backtest_runner3.py:895(queue)
        5    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7106(__init__)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:1488(declare_myself)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getaddrinfo}
        6    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/platform/asyncio.py:231(add_callback)
     1460    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      260    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       23    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/overrides.py:177(decorator)
      151    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/escape.py:245(to_unicode)
    38/15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:175(getwidth)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/netutil.py:256(accept_handler)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:1168(__process_implode)
       25    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/dtypes.py:30(_add_dtype_helper)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:284(_flatten_literal_params)
        7    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:2389(__setitem__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:377(abspath)
      339    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:137(_type_convert)
      661    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      604    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/queues.py:59(_set_timeout)
      155    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:5395(__init__)
