         2227295 function calls (2225323 primitive calls) in 81.414 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       27    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.Uint32ToByteArrayMap_keys}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/__init__.py:432(_sanity_check)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_utils_impl.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /workspaces/money-engineering/TrinityStrategy/Trinity_Phase-2/WOS_Captain.py:69(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_command_line_handling.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7629(set_granularities)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:6783(set_content)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/composite_strategyc3.py:82(_save)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:327(find_cookie)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:447(_simple)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:848(parse_int)
       99    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:1484(on_connection_close)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1342(<genexpr>)
      265    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/overrides.py:105(array_function_dispatch)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/backtest_runner3.py:104(logmsg)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_StructValueKeyToSetOfUint32Map}
      718    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlynutils3.py:521(info)
        2    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.NetPackage_set_content}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:165(__prepare__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2338(__new__)
       61    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:250(match)
        2    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpclient.py:209(__init__)
        5    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7132(__init__)
       63    0.000    0.000    0.000    0.000 /workspaces/money-engineering/TrinityStrategy/Trinity_Phase-2/WOS_Captain.py:503(on_market_close)
        2    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.UniverseInImport_set_granularities}
       18    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_weakrefset.py:86(add)
       27    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculatorp3.py:838(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlynutils3.py:509(logmsg)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:268(getuntil)
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:173(read_response)
      246    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1278(__eq__)
       93    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:225(__init__)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:11628(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 {method 'set_exception' of '_asyncio.Future' objects}
       11    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.StructValueKeyToSetOfUint32Map_swiginit}
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:8081(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:123(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7746(set_fields)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:675(__getitem__)
        8    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/gen.py:868(<lambda>)
       20    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/composite_strategyc3.py:74(_get_array)
        2    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/tcpclient.py:217(close)
      270    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Future' objects}
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.UniverseOutExport_set_fields}
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:2821(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_string_helpers.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:728(verify_mode)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1350(__init_subclass__)
        6    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/numeric.py:2690(extend_all)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:529(_release)
       21    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/overrides.py:22(get_array_function_like_doc)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_weakrefset.py:39(_remove)
       80    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:223(_check_generic)
       18    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:402(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.UniverseOutMap___setitem__}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/__config__.py:14(DisplayModes)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:722(__init__)
       13    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:3168(push_back)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:88(instance)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_comm.py:377(add_command)
        7    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:2929(__setitem__)
        5    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:2395(__init__)
        2    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/util.py:242(__new__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:286(accept)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:1048(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:660(_c3_merge)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httpclient.py:629(__init__)
       75    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_globals.py:65(_CopyMode)
        2    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.UniverseInMap___setitem__}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/queues.py:153(__init__)
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httputil.py:1179(split_host_and_port)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:264(__enter__)
       50    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_add_newdocs.py:6637(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_arraypad_impl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:1349(ping_sleep_time)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:94(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/umath.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:1203(pydev_start_new_thread)
       15    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:1051(push_back)
      192    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:60(isabs)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:410(add_done_callback)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculatorp3.py:1332(_close)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:980(__or__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/memmap.py:1(<module>)
      369    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/locks.py:167(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:430(result)
      111    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:173(append)
      206    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.UniverseOutExportDefVector_push_back}
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:3165(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:197(_userinfo)
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:2713(__setitem__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:222(<setcomp>)
        9    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/overrides.py:27(finalize_array_function_like)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       12    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/strategyc3.py:268(reset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/__init__.py:43(normalize_encoding)
      260    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       57    0.000    0.000    0.000    0.000 {built-in method time.time}
       42    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/getlimits.py:102(_float_conv)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:2935(__init__)
       12    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:123(__init__)
       25    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:1785(insert)
        1    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.UniverseOutExportMap___setitem__}
       13    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7675(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/numerictypes.py:622(_register_types)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_typing/_scalars.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/composite_strategyc3.py:75(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:827(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_IndexSerializer}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/tasks.py:663(__init__)
       94    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/ioloop.py:519(<lambda>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:395(done)
     10/9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1554(<genexpr>)
      190    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:79(__init__)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:161(__len__)
       13    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7699(set_precision)
        8    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:855(parse_hex_int)
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httpclient.py:569(body)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:614(options)
       53    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httpclient.py:551(headers)
       21    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:1095(<lambda>)
       78    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      370    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7658(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/websocket.py:975(_parse_extensions_header)
       99    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_utils/__init__.py:27(decorator)
      119    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:287(tell)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:522(_calc_mode)
       15    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.StringVector_push_back}
       10    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httpclient.py:558(headers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/traceback.py:259(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_typing/_ufunc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/__init__.py:495(hugepage_setup)
        1    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_UniverseOutExportDefVector}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:736(verify_mode)
       99    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_utils/__init__.py:16(set_module)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/futures.py:297(_get_loop)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:219(_release_fetch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/__init__.py:384(__getattr__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:1227(_close_pipe_fds)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:435(_mk_bitmap)
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:945(push_back)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/base_events.py:796(call_soon_threadsafe)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:267(__exit__)
      281    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7664(set_imports)
       93    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        7    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:1825(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:419(_splitnetloc)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/traceback.py:322(walk_tb)
        5    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_StringToSetOfUint32Map}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:356(_escape)
        2    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/iostream.py:98(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_StringVector}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/http1connection.py:355(detach)
       36    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/getlimits.py:17(_fr0)
        7    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:1740(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_array_api_info.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:626(_find_new_)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:110(register)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:164(islink)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.cursor-server/extensions/ms-python.debugpy-2025.14.1-linux-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_command_line_handling.py:109(setup_to_argv)
        5    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:504(detach)
       13    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.UniverseOutExportDef_set_precision}
        2    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.Uint32Vector_push_back}
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:8176(decode)
        1    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_UniverseInMap}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/queue.py:122(put)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:94(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.UniverseIn_set_imports}
        2    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_TCDataCommunication}
        2    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_pytesttester.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:85(opengroup)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2356(<dictcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:112(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:385(cancelled)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:1812(_on_structure)
        2    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.ATStartBacktestRes_decode}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:470(__setattr__)
       93    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:465(exception)
       25    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.StringSet_insert}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:265(_compile_charset)
       86    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       37    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:6857(reset)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:321(read_or_stop)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:579(_get_mixins_)
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:41(_get_sep)
       13    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:7705(set_multiple)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/types.py:176(__get__)
        9    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:1065(__del__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_asarray.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.IndexSerializer_swiginit}
        8    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/ioloop.py:829(_unregister_task)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.ATStartBacktestReq_swiginit}
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculatorp3.py:967(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/_array_utils_impl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/util.py:99(flush)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:755(encode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/traceback.py:405(format)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:348(isawaitable)
       18    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:1108(<lambda>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:810(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
        5    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:2503(__init__)
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/multiarray.py:73(_override___module__)
       39    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:8087(set_seq)
      175    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/_core/_internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/pycaitlyn.py:8096(encode)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:1956(_on_bt_completed)
        4    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/httpclient.py:671(body)
        5    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/tornado/simple_httpclient.py:285(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/wolverine/bin/running/calculator3.py:920(__start_back_test)
       37    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.StructValue_swiginit}
        2    0.000    0.000    0.000    0.000 {method '_accept' of '_socket.socket' objects}
       20    0.000    0.000    0.000    0.000 /home/wolverine/.pyenv/python3/lib/python3.10/site-packages/numpy/lib/mixins.py:18(_binary_method)
        2    0.000    0.000    0.000    0.000 {built-in method _pycaitlyn.new_UniverseIn}
